# depth maps
# file: 'rgb_data_tello_drone.bag'
# timestamp filename
1341847983.570707 depth/1341847983.570707.png
1341847983.602750 depth/1341847983.602750.png
1341847983.638747 depth/1341847983.638747.png
1341847983.702880 depth/1341847983.702880.png
1341847983.738756 depth/1341847983.738756.png
1341847983.770716 depth/1341847983.770716.png
1341847983.806687 depth/1341847983.806687.png
1341847983.838762 depth/1341847983.838762.png
1341847983.870739 depth/1341847983.870739.png
1341847983.906718 depth/1341847983.906718.png
1341847983.938781 depth/1341847983.938781.png
1341847983.971345 depth/1341847983.971345.png
1341847984.006741 depth/1341847984.006741.png
1341847984.038747 depth/1341847984.038747.png
1341847984.074751 depth/1341847984.074751.png
1341847984.106788 depth/1341847984.106788.png
1341847984.138713 depth/1341847984.138713.png
1341847984.174870 depth/1341847984.174870.png
1341847984.206723 depth/1341847984.206723.png
1341847984.238681 depth/1341847984.238681.png
1341847984.274814 depth/1341847984.274814.png
1341847984.306728 depth/1341847984.306728.png
1341847984.343117 depth/1341847984.343117.png
1341847984.406738 depth/1341847984.406738.png
1341847984.443623 depth/1341847984.443623.png
1341847984.474678 depth/1341847984.474678.png
1341847984.506771 depth/1341847984.506771.png
1341847984.542793 depth/1341847984.542793.png
1341847984.574826 depth/1341847984.574826.png
1341847984.611288 depth/1341847984.611288.png
1341847984.642687 depth/1341847984.642687.png
1341847984.674831 depth/1341847984.674831.png
1341847984.710661 depth/1341847984.710661.png
1341847984.743366 depth/1341847984.743366.png
1341847984.778893 depth/1341847984.778893.png
1341847984.810686 depth/1341847984.810686.png
1341847984.842727 depth/1341847984.842727.png
1341847984.878804 depth/1341847984.878804.png
1341847984.910638 depth/1341847984.910638.png
1341847984.943074 depth/1341847984.943074.png
1341847984.979255 depth/1341847984.979255.png
1341847985.010645 depth/1341847985.010645.png
1341847985.046651 depth/1341847985.046651.png
1341847985.078715 depth/1341847985.078715.png
1341847985.110785 depth/1341847985.110785.png
1341847985.146837 depth/1341847985.146837.png
1341847985.178715 depth/1341847985.178715.png
1341847985.210881 depth/1341847985.210881.png
1341847985.246755 depth/1341847985.246755.png
1341847985.279393 depth/1341847985.279393.png
1341847985.314667 depth/1341847985.314667.png
1341847985.347567 depth/1341847985.347567.png
1341847985.379393 depth/1341847985.379393.png
1341847985.414665 depth/1341847985.414665.png
1341847985.446867 depth/1341847985.446867.png
1341847985.478701 depth/1341847985.478701.png
1341847985.515080 depth/1341847985.515080.png
1341847985.547228 depth/1341847985.547228.png
1341847985.582613 depth/1341847985.582613.png
1341847985.614794 depth/1341847985.614794.png
1341847985.647135 depth/1341847985.647135.png
1341847985.682855 depth/1341847985.682855.png
1341847985.714738 depth/1341847985.714738.png
1341847985.747012 depth/1341847985.747012.png
1341847985.782792 depth/1341847985.782792.png
1341847985.814724 depth/1341847985.814724.png
1341847985.850752 depth/1341847985.850752.png
1341847985.882825 depth/1341847985.882825.png
1341847985.915001 depth/1341847985.915001.png
1341847985.950789 depth/1341847985.950789.png
1341847985.983184 depth/1341847985.983184.png
1341847986.018774 depth/1341847986.018774.png
1341847986.052003 depth/1341847986.052003.png
1341847986.082622 depth/1341847986.082622.png
1341847986.118737 depth/1341847986.118737.png
1341847986.150649 depth/1341847986.150649.png
1341847986.182659 depth/1341847986.182659.png
1341847986.218696 depth/1341847986.218696.png
1341847986.250603 depth/1341847986.250603.png
1341847986.286745 depth/1341847986.286745.png
1341847986.318694 depth/1341847986.318694.png
1341847986.326815 depth/1341847986.326815.png
1341847986.360005 depth/1341847986.360005.png
1341847986.395174 depth/1341847986.395174.png
1341847986.425890 depth/1341847986.425890.png
1341847986.458500 depth/1341847986.458500.png
1341847986.493756 depth/1341847986.493756.png
1341847986.525809 depth/1341847986.525809.png
1341847986.561718 depth/1341847986.561718.png
1341847986.594246 depth/1341847986.594246.png
1341847986.625755 depth/1341847986.625755.png
1341847986.662611 depth/1341847986.662611.png
1341847986.693835 depth/1341847986.693835.png
1341847986.726876 depth/1341847986.726876.png
1341847986.762633 depth/1341847986.762633.png
1341847986.793820 depth/1341847986.793820.png
1341847986.829832 depth/1341847986.829832.png
1341847986.886842 depth/1341847986.886842.png
1341847986.922755 depth/1341847986.922755.png
1341847986.954745 depth/1341847986.954745.png
1341847986.990660 depth/1341847986.990660.png
1341847987.022913 depth/1341847987.022913.png
1341847987.054639 depth/1341847987.054639.png
1341847987.091553 depth/1341847987.091553.png
1341847987.123270 depth/1341847987.123270.png
1341847987.190730 depth/1341847987.190730.png
1341847987.259272 depth/1341847987.259272.png
1341847987.291556 depth/1341847987.291556.png
1341847987.322841 depth/1341847987.322841.png
1341847987.390738 depth/1341847987.390738.png
1341847987.423694 depth/1341847987.423694.png
1341847987.458651 depth/1341847987.458651.png
1341847987.490783 depth/1341847987.490783.png
1341847987.526770 depth/1341847987.526770.png
1341847987.558708 depth/1341847987.558708.png
1341847987.590797 depth/1341847987.590797.png
1341847987.626940 depth/1341847987.626940.png
1341847987.659671 depth/1341847987.659671.png
1341847987.691690 depth/1341847987.691690.png
1341847987.726755 depth/1341847987.726755.png
1341847987.758755 depth/1341847987.758755.png
1341847987.795290 depth/1341847987.795290.png
1341847987.826758 depth/1341847987.826758.png
1341847987.858761 depth/1341847987.858761.png
1341847987.865947 depth/1341847987.865947.png
1341847987.897811 depth/1341847987.897811.png
1341847987.933810 depth/1341847987.933810.png
1341847987.965906 depth/1341847987.965906.png
1341847987.997809 depth/1341847987.997809.png
1341847988.033804 depth/1341847988.033804.png
1341847988.066172 depth/1341847988.066172.png
1341847988.098177 depth/1341847988.098177.png
1341847988.133778 depth/1341847988.133778.png
1341847988.165826 depth/1341847988.165826.png
1341847988.201741 depth/1341847988.201741.png
1341847988.233789 depth/1341847988.233789.png
1341847988.265717 depth/1341847988.265717.png
1341847988.301805 depth/1341847988.301805.png
1341847988.333771 depth/1341847988.333771.png
1341847988.369734 depth/1341847988.369734.png
1341847988.401770 depth/1341847988.401770.png
1341847988.434023 depth/1341847988.434023.png
1341847988.469802 depth/1341847988.469802.png
1341847988.502545 depth/1341847988.502545.png
1341847988.537793 depth/1341847988.537793.png
1341847988.569710 depth/1341847988.569710.png
1341847988.601811 depth/1341847988.601811.png
1341847988.637776 depth/1341847988.637776.png
1341847988.669832 depth/1341847988.669832.png
1341847988.706208 depth/1341847988.706208.png
1341847988.737953 depth/1341847988.737953.png
1341847988.769758 depth/1341847988.769758.png
1341847988.806076 depth/1341847988.806076.png
1341847988.837915 depth/1341847988.837915.png
1341847988.873942 depth/1341847988.873942.png
1341847988.937882 depth/1341847988.937882.png
1341847988.998765 depth/1341847988.998765.png
1341847989.034698 depth/1341847989.034698.png
1341847989.066676 depth/1341847989.066676.png
1341847989.099249 depth/1341847989.099249.png
1341847989.134698 depth/1341847989.134698.png
1341847989.166691 depth/1341847989.166691.png
1341847989.202772 depth/1341847989.202772.png
1341847989.234770 depth/1341847989.234770.png
1341847989.266663 depth/1341847989.266663.png
1341847989.302804 depth/1341847989.302804.png
1341847989.334903 depth/1341847989.334903.png
1341847989.366730 depth/1341847989.366730.png
1341847989.402790 depth/1341847989.402790.png
1341847989.434864 depth/1341847989.434864.png
1341847989.470743 depth/1341847989.470743.png
1341847989.502627 depth/1341847989.502627.png
1341847989.534720 depth/1341847989.534720.png
1341847989.570732 depth/1341847989.570732.png
1341847989.603280 depth/1341847989.603280.png
1341847989.634762 depth/1341847989.634762.png
1341847989.670637 depth/1341847989.670637.png
1341847989.702641 depth/1341847989.702641.png
1341847989.739046 depth/1341847989.739046.png
1341847989.770752 depth/1341847989.770752.png
1341847989.802917 depth/1341847989.802917.png
1341847989.838797 depth/1341847989.838797.png
1341847989.870960 depth/1341847989.870960.png
1341847989.902737 depth/1341847989.902737.png
1341847989.939021 depth/1341847989.939021.png
1341847989.970757 depth/1341847989.970757.png
1341847990.006941 depth/1341847990.006941.png
1341847990.039022 depth/1341847990.039022.png
1341847990.070724 depth/1341847990.070724.png
1341847990.106746 depth/1341847990.106746.png
1341847990.139215 depth/1341847990.139215.png
1341847990.171115 depth/1341847990.171115.png
1341847990.207058 depth/1341847990.207058.png
1341847990.238939 depth/1341847990.238939.png
1341847990.274725 depth/1341847990.274725.png
1341847990.307302 depth/1341847990.307302.png
1341847990.339128 depth/1341847990.339128.png
1341847990.374681 depth/1341847990.374681.png
1341847990.407262 depth/1341847990.407262.png
1341847990.442590 depth/1341847990.442590.png
1341847990.474662 depth/1341847990.474662.png
1341847990.506835 depth/1341847990.506835.png
1341847990.542844 depth/1341847990.542844.png
1341847990.574721 depth/1341847990.574721.png
1341847990.642801 depth/1341847990.642801.png
1341847990.674803 depth/1341847990.674803.png
1341847990.711535 depth/1341847990.711535.png
1341847990.742736 depth/1341847990.742736.png
1341847990.774681 depth/1341847990.774681.png
1341847990.810817 depth/1341847990.810817.png
1341847990.842732 depth/1341847990.842732.png
1341847990.874776 depth/1341847990.874776.png
1341847990.910852 depth/1341847990.910852.png
1341847990.942701 depth/1341847990.942701.png
1341847990.978843 depth/1341847990.978843.png
1341847991.011241 depth/1341847991.011241.png
1341847991.042762 depth/1341847991.042762.png
1341847991.078699 depth/1341847991.078699.png
